index,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
588,RANGE_INTERPOLATED,"155 Balmoral Ave, Toronto, ON M4V, Canada",EikxNTUgQmFsbW9yYWwgQXZlLCBUb3JvbnRvLCBPTiBNNFYsIENhbmFkYQ,"155 Balmoral Ave, Toronto, Ontario, Canada",43.6842198,-79.4001781,1,M4V,OK,street_address
589,ROOFTOP,"2075 Bayview Ave, Toronto, ON M4N 3M5, Canada",ChIJ9etNjizN1IkRJNnFZ2HvTLY,"2075 Bayview Ave, Toronto, Ontario, Canada",43.7206484,-79.3780573,1,M4N 3M5,OK,premise
590,RANGE_INTERPOLATED,"260 Bayview Ave, Toronto, ON M5A, Canada",EigyNjAgQmF5dmlldyBBdmUsIFRvcm9udG8sIE9OIE01QSwgQ2FuYWRh,"260 Bayview Ave, Toronto, Ontario, Canada",43.6580648,-79.3552907,1,M5A,OK,street_address
591,ROOFTOP,"52 Neilson Dr, Etobicoke, ON M9C 1V7, Canada",ChIJ57enlxw4K4gRIuwYcQ1QPeI,"52 Neilson Dr, Toronto, Ontario, Canada",43.6294884,-79.5651348,1,M9C 1V7,OK,street_address
592,ROOFTOP,"65 Livingston Rd, Scarborough, ON M1E 1K7, Canada",ChIJHew42qfa1IkRTr6T7g2LKo8,"65 Livingston Rd, Toronto, Ontario, Canada",43.7458578,-79.1980116,1,M1E 1K7,OK,premise
593,ROOFTOP,"1925 Steeles Ave E, Thornhill, ON M2H, Canada",ChIJQdWzZTbT1IkRbunvnpxmumc,"1925 Steeles Ave E, Toronto, Ontario, Canada",43.8076512,-79.3737903,1,M2H,OK,premise
594,ROOFTOP,"2075 Bayview Ave, Toronto, ON M4N 3M5, Canada",ChIJ9etNjizN1IkRJNnFZ2HvTLY,"2075 Bayview Ave, Toronto, Ontario, Canada",43.7206484,-79.3780573,1,M4N 3M5,OK,premise
595,ROOFTOP,"2045 Finch Ave W, North York, ON M3N 1M9, Canada",ChIJb30w8DEwK4gR-fUL_UMaKhA,"2045 Finch Ave W, Toronto, Ontario, Canada",43.7562266,-79.521465,1,M3N 1M9,OK,street_address
596,ROOFTOP,"130 Dunn Ave, Toronto, ON M6K 2R7, Canada",ChIJHYc8iqU1K4gR9aHer8NRj1k,"130 Dunn Ave, Toronto, Ontario, Canada",43.6348034,-79.4327094,1,M6K 2R7,OK,street_address
597,ROOFTOP,"285 Cummer Ave, North York, ON M2M 2G1, Canada",ChIJFbKzPB8tK4gRe5EdcgmxezA,"285 Cummer Ave, Toronto, Ontario, Canada",43.7875454,-79.4040568,1,M2M 2G1,OK,street_address
598,ROOFTOP,"82 Buttonwood Ave, York, ON M6M 2J5, Canada",ChIJk65h1dI2K4gRra7OF4SAsl0,"82 Buttonwood Ave, Toronto, Ontario, Canada",43.690044,-79.5081813,1,M6M 2J5,OK,street_address
599,ROOFTOP,"340 McCowan Rd, Scarborough, ON M1J, Canada",ChIJN1M5btbP1IkRCvdMudsSlDk,"340 McCowan Rd, Toronto, Ontario, Canada",43.7384767,-79.2386391,1,M1J,OK,premise
600,ROOFTOP,"2411 Lawrence Ave E, Scarborough, ON M1P 2R6, Canada",ChIJ0UA1ZubR1IkRVRNZnDfR2ZM,"2411 Lawrence Ave E, Toronto, Ontario, Canada",43.7491616,-79.2741252,1,M1P 2R6,OK,street_address
601,ROOFTOP,"866 Sheppard Ave W, North York, ON M3H 2T5, Canada",ChIJFQvieg4yK4gR2uP-BaFF7pM,"866 Sheppard Ave W, Toronto, Ontario, Canada",43.7526452,-79.4539955,1,M3H 2T5,OK,premise
602,ROOFTOP,"2881 Eglinton Ave E, Scarborough, ON M1J 0A2, Canada",ChIJ5zd80NXP1IkRhGj3MttH1ZM,"2881 Eglinton Ave E, Toronto, Ontario, Canada",43.7381415,-79.2397845,1,M1J 0A2,OK,street_address
603,ROOFTOP,"4001 Leslie St, North York, ON M2K 1E1, Canada",ChIJO9pISr_S1IkR7BbyY-VbFtU,"4001 Leslie St, Toronto, Ontario, Canada",43.7694685,-79.3625826,1,M2K 1E1,OK,street_address
604,ROOFTOP,"262 St Clair Ave E, Toronto, ON M4T 1P2, Canada",ChIJcyMRXEwzK4gRaqrkak1Dm4w,"262 St Clair Ave E, Toronto, Ontario, Canada",43.6905535,-79.383569,1,M4T 1P2,OK,street_address
605,ROOFTOP,"4 Teddington Park Ave, Toronto, ON M4N 2C3, Canada",ChIJBW0XbOoyK4gRVuoVRNl9_zs,"4 Teddington Park Ave, Toronto, Ontario, Canada",43.7332368,-79.4038457,1,M4N 2C3,OK,street_address
606,ROOFTOP,"225 St George St, Toronto, ON M5R 2M2, Canada",ChIJD3jjYKI0K4gRm66qINu0b3E,"225 St George St, Toronto, Ontario, Canada",43.6725243,-79.4016131,1,M5R 2M2,OK,street_address
607,ROOFTOP,"550 University Ave, Toronto, ON M5G 2A2, Canada",ChIJJXdy88g0K4gRvc_Yeasm4Q8,"550 University Ave - 6 South, Toronto, Ontario, Canada",43.6567727,-79.3897928,1,M5G 2A2,OK,premise
608,ROOFTOP,"3276 St Clair Ave E, Scarborough, ON M1L 3R7, Canada",ChIJkzW0XXnO1IkRm3FiDTI7gTM,"3276 St Clair Ave E, Toronto, Ontario, Canada",43.7129414,-79.2851737,1,M1L 3R7,OK,street_address
609,ROOFTOP,"33 Christie St, Toronto, ON M6G 3B1, Canada",ChIJ729Lbow0K4gR04C-bBae9G8,"33 Christie St, Toronto, Ontario, Canada",43.6647536,-79.4186853,1,M6G 3B1,OK,street_address
610,ROOFTOP,"2100 Bloor St W, Toronto, ON M6P 4C9, Canada",ChIJF6pS8oE2K4gR-U5kJjQq-mY,"2100 Bloor St W, Toronto, Ontario, Canada",43.6526086,-79.4710287,1,M6P 4C9,OK,street_address
611,ROOFTOP,"14 Cross St, Toronto, ON M6J 1S8, Canada",ChIJl0JrMlQ0K4gRu_IWr7pwWW0,"14 Cross St, Toronto, Ontario, Canada",43.6481122,-79.4284992,2,M6J 1S8,OK,premise
612,ROOFTOP,"5935 Bathurst St, North York, ON M2R 1Y8, Canada",ChIJqQQz3L4tK4gRLjJ25KvkPAo,"5935 Bathurst St, Toronto, Ontario, Canada",43.7819319,-79.4446646,1,M2R 1Y8,OK,street_address
613,ROOFTOP,"3760 Sheppard Ave E, Scarborough, ON M1T 3K9, Canada",ChIJq_kkOCvS1IkRPoVklcmGdU4,"3760 Sheppard Ave E, Toronto, Ontario, Canada",43.7826388,-79.2944026,1,M1T 3K9,OK,street_address
614,ROOFTOP,"305 Balliol St, Toronto, ON M4S, Canada",ChIJ_QjKZTYzK4gRZjpPuV8SI_A,"305 Balliol St, Toronto, Ontario, Canada",43.698932,-79.3868671,1,M4S,OK,premise
615,ROOFTOP,"1001 Queen St W, Toronto, ON M6J 1H1, Canada",ChIJ67l7Bf00K4gRW_zZYmBVoTs,"1001 Queen St W, Toronto, Ontario, Canada",43.6430754,-79.4173192,1,M6J 1H1,OK,street_address
616,ROOFTOP,"4001 Leslie St, North York, ON M2K 1E1, Canada",ChIJO9pISr_S1IkR7BbyY-VbFtU,"4001 Leslie St, Toronto, Ontario, Canada",43.7694685,-79.3625826,1,M2K 1E1,OK,street_address
617,ROOFTOP,"111 Avenue Rd, Toronto, ON M5R 3J8, Canada",ChIJYbQ_OaQ0K4gRO4LeRrdDI3Q,"111 Avenue Rd, Toronto, Ontario, Canada",43.6731972,-79.3954314,1,M5R 3J8,OK,premise
618,ROOFTOP,"3015 Lawrence Ave E, Scarborough, ON M1P 2V7, Canada",ChIJubZufszR1IkRTRqDiwyv-qI,"3015 Lawrence Ave E, Toronto, Ontario, Canada",43.7546689,-79.2478902,1,M1P 2V7,OK,street_address
619,ROOFTOP,"3276 St Clair Ave E, Scarborough, ON M1L 3R7, Canada",ChIJkzW0XXnO1IkRm3FiDTI7gTM,"3276 St Clair Ave E, Toronto, Ontario, Canada",43.7129414,-79.2851737,1,M1L 3R7,OK,street_address
620,ROOFTOP,"40 Playfair Ave, North York, ON M6B 2P9, Canada",ChIJ0-sKBMUzK4gR_b-XSji7oKg,"40 Playfair Ave, Toronto, Ontario, Canada",43.7106322,-79.4564816,1,M6B 2P9,OK,premise
621,ROOFTOP,"25 Brunswick Ave, Toronto, ON M5S 2L9, Canada",ChIJwevhYuo0K4gR1Ptuew9xCS0,"25 Brunswick Ave, Toronto, Ontario, Canada",43.6581904,-79.4034349,1,M5S 2L9,OK,"establishment,parking,point_of_interest,premise"
622,ROOFTOP,"625 Runnymede Rd, Toronto, ON M6S 3A3, Canada",ChIJ7_Vt15k2K4gRMyI_iqlR_cA,"625 Runnymede Rd, Toronto, Ontario, Canada",43.6646809,-79.4812103,1,M6S 3A3,OK,premise
623,ROOFTOP,"25 Brunswick Ave, Toronto, ON M5S 2L9, Canada",ChIJwevhYuo0K4gR1Ptuew9xCS0,"25 Brunswick Ave, Toronto, Ontario, Canada",43.6581904,-79.4034349,1,M5S 2L9,OK,"establishment,parking,point_of_interest,premise"
624,ROOFTOP,"1020 McNicoll Ave, Scarborough, ON M1W 2J6, Canada",ChIJC67mmwrT1IkReOCrONUFjcU,"1020 McNicoll Ave, Toronto, Ontario, Canada",43.8057618,-79.33598,1,M1W 2J6,OK,street_address
625,ROOFTOP,"2075 Bayview Ave, Toronto, ON M4N 3M5, Canada",ChIJ9etNjizN1IkRJNnFZ2HvTLY,"2075 Bayview Ave, Toronto, Ontario, Canada",43.7206484,-79.3780573,1,M4N 3M5,OK,premise
626,ROOFTOP,"1 Canterbury Pl, North York, ON M2N 1Z7, Canada",ChIJFTAicXItK4gRAPIZEJ1MKzU,"1 Canterbury Pl, Toronto, Ontario, Canada",43.7721224,-79.4144005,1,M2N 1Z7,OK,street_address
627,ROOFTOP,"3276 St Clair Ave E, Scarborough, ON M1L 3R7, Canada",ChIJkzW0XXnO1IkRm3FiDTI7gTM,"3276 St Clair Ave E - F3 East, Toronto, Ontario, Canada",43.7129414,-79.2851737,1,M1L 3R7,OK,street_address
628,ROOFTOP,"2411 Lawrence Ave E, Scarborough, ON M1P 2R6, Canada",ChIJ0UA1ZubR1IkRVRNZnDfR2ZM,"2411 Lawrence Ave E, Toronto, Ontario, Canada",43.7491616,-79.2741252,1,M1P 2R6,OK,street_address
629,ROOFTOP,"3030 Birchmount Rd, Scarborough, ON M1W 3W3, Canada",ChIJjyeGyMHT1IkRyVCxgno80nU,"3030 Birchmount Rd, Toronto, Ontario, Canada",43.8023904,-79.3091886,1,M1W 3W3,OK,premise
630,ROOFTOP,"740 Pape Ave, Toronto, ON M4K 3Z4, Canada",ChIJEUsYx4TM1IkRwWwdjwZTbEM,"740 Pape Ave, Toronto, Ontario, Canada",43.6802443,-79.3455786,1,M4K 3Z4,OK,street_address
631,ROOFTOP,"35 Elm Grove Ave, Toronto, ON M6K 2J2, Canada",ChIJl-ql9qs1K4gR27AiRpuvbn4,"35 Elm Grove Ave, Toronto, Ontario, Canada",43.6403073,-79.4306974,1,M6K 2J2,OK,premise
632,ROOFTOP,"550 Cummer Ave, North York, ON M2K 2M2, Canada",ChIJq-0IkdcsK4gRThG6STww1CA,"550 Cummer Ave, Toronto, Ontario, Canada",43.7934039,-79.390669,1,M2K 2M2,OK,premise
633,ROOFTOP,"35 Elm Grove Ave, Toronto, ON M6K 2J2, Canada",ChIJl-ql9qs1K4gR27AiRpuvbn4,"35 Elm Grove Ave, Toronto, Ontario, Canada",43.6403073,-79.4306974,1,M6K 2J2,OK,premise
634,ROOFTOP,"399 Bathurst St, Toronto, ON M5T 2S8, Canada",ChIJ1dw0VOg0K4gRjtAfQ_-EOUY,"399 Bathurst St, Toronto, Ontario, Canada",43.6533856,-79.4059423,1,M5T 2S8,OK,premise
635,ROOFTOP,"880 Lawrence Ave E, North York, ON M3C 1P6, Canada",ChIJP1BoeG7N1IkRvcqLB6d-kgs,"880 Lawrence Ave E, Toronto, Ontario, Canada",43.7363644,-79.3488625,1,M3C 1P6,OK,street_address
636,ROOFTOP,"3276 St Clair Ave E, Scarborough, ON M1L 3R7, Canada",ChIJkzW0XXnO1IkRm3FiDTI7gTM,"3276 St Clair Ave E, Toronto, Ontario, Canada",43.7129414,-79.2851737,1,M1L 3R7,OK,street_address
637,ROOFTOP,"345 Sherbourne St, Toronto, ON M5A 2S3, Canada",ChIJC3KczU7L1IkRWnS2xkikd7E,"345 Sherbourne St, Toronto, Ontario, Canada",43.662669,-79.3726619,1,M5A 2S3,OK,street_address
638,ROOFTOP,"47 Austin Terrace, Toronto, ON M5R 1Y6, Canada",ChIJ-ePc3oI0K4gRuGSxrCixMkM,"47 Austin Terr, Toronto, Ontario, Canada",43.6777229,-79.4156105,1,M5R 1Y6,OK,street_address
639,ROOFTOP,"140 Sherway Dr, Etobicoke, ON M9C 1A4, Canada",ChIJ9Q6BFf1HK4gRs8-Vzfq7CZc,"140 Sherway Dr, Toronto, Ontario, Canada",43.6100558,-79.562099,1,M9C 1A4,OK,street_address
640,ROOFTOP,"66 Roncesvalles Ave, Toronto, ON M6R 3A8, Canada",ChIJL2pGGrY1K4gRYXP_lNAAjdY,"66 Roncesvalles Ave, Toronto, Ontario, Canada",43.6401995,-79.4473076,1,M6R 3A8,OK,street_address
641,ROOFTOP,"8 The Donway W, Toronto, ON M3C, Canada",ChIJ71c52HLN1IkRfyVt9485byw,"8 Donway Pl, Toronto, Ontario, Canada",43.7315605,-79.3438518,3,M3C,OK,street_address
642,ROOFTOP,"28 Halton St, Toronto, ON M6J 1R3, Canada",ChIJjRBs5vs0K4gRjy2cA1veRvM,"28 Halton St, Toronto, Ontario, Canada",43.6488003,-79.4191781,1,M6J 1R3,OK,premise
643,ROOFTOP,"3555 Danforth Ave, Scarborough, ON M1L 1E3, Canada",ChIJLx5zoJHO1IkRqSdgqHiKQGM,"3555 Danforth Ave, Toronto, Ontario, Canada",43.6936402,-79.2748453,1,M1L 1E3,OK,premise
644,ROOFTOP,"2075 Bayview Ave, Toronto, ON M4N 3M5, Canada",ChIJ9etNjizN1IkRJNnFZ2HvTLY,"2075 Bayview Ave, Toronto, Ontario, Canada",43.7206484,-79.3780573,1,M4N 3M5,OK,premise
645,ROOFTOP,"130 Midland Ave, Scarborough, ON M1N 4B2, Canada",ChIJf38fcVPO1IkR4TDKJY2ETMs,"130 Midland Ave, Toronto, Ontario, Canada",43.70835,-79.247493,1,M1N 4B2,OK,street_address
646,ROOFTOP,"30 The Queensway, Toronto, ON M6R 1B5, Canada",ChIJuVPgpck1K4gRNSC4H4V1O8c,"30 The Queensway, Toronto, Ontario, Canada",43.6405498,-79.4500166,1,M6R 1B5,OK,street_address
647,ROOFTOP,"2075 Bayview Ave, Toronto, ON M4N 3M5, Canada",ChIJ9etNjizN1IkRJNnFZ2HvTLY,"2075 Bayview Ave, Toronto, Ontario, Canada",43.7206484,-79.3780573,1,M4N 3M5,OK,premise
648,ROOFTOP,"880 Lawrence Ave E, North York, ON M3C 1P6, Canada",ChIJP1BoeG7N1IkRvcqLB6d-kgs,"880 Lawrence Ave E, Toronto, Ontario, Canada",43.7363644,-79.3488625,1,M3C 1P6,OK,street_address
649,ROOFTOP,"82 Buttonwood Ave, York, ON M6M 2J5, Canada",ChIJk65h1dI2K4gRra7OF4SAsl0,"82 Buttonwood Ave, Toronto, Ontario, Canada",43.690044,-79.5081813,1,M6M 2J5,OK,street_address
650,ROOFTOP,"4005 Eglinton Ave W, Etobicoke, ON M9A 4L3, Canada",ChIJMyTzzyg3K4gRg7ykewfDHpE,"4005 Eglinton Ave W, Toronto, Ontario, Canada",43.68288,-79.5207358,1,M9A 4L3,OK,premise
651,ROOFTOP,"130 Midland Ave, Scarborough, ON M1N 4B2, Canada",ChIJf38fcVPO1IkR4TDKJY2ETMs,"130 Midland Ave, Toronto, Ontario, Canada",43.70835,-79.247493,1,M1N 4B2,OK,street_address
652,ROOFTOP,"30 The Queensway, Toronto, ON M6R 1B5, Canada",ChIJuVPgpck1K4gRNSC4H4V1O8c,"30 The Queensway, Toronto, Ontario, Canada",43.6405498,-79.4500166,1,M6R 1B5,OK,street_address
653,ROOFTOP,"60 Richview Rd, Etobicoke, ON M9A 5E4, Canada",ChIJM6GoEik3K4gRj8mYUBhYk4A,"60 Richview Rd, Toronto, Ontario, Canada",43.684335,-79.518696,1,M9A 5E4,OK,street_address
654,ROOFTOP,"351 Christie St, Toronto, ON M6G, Canada",ChIJmePKR4Y0K4gRNISjA_tz584,"351 Christie St, Toronto, Ontario, Canada",43.673169,-79.4217822,1,M6G,OK,street_address
655,ROOFTOP,"2100 Bloor St W, Toronto, ON M6P 4C9, Canada",ChIJF6pS8oE2K4gR-U5kJjQq-mY,"2100 Bloor St W, Toronto, Ontario, Canada",43.6526086,-79.4710287,1,M6P 4C9,OK,street_address
656,ROOFTOP,"3030 Birchmount Rd, Scarborough, ON M1W 3W3, Canada",ChIJjyeGyMHT1IkRyVCxgno80nU,"3030 Birchmount Rd, Toronto, Ontario, Canada",43.8023904,-79.3091886,1,M1W 3W3,OK,premise
657,ROOFTOP,"650 Church St, Toronto, ON M4Y 2G5, Canada",ChIJ20gDqq00K4gR4i2MHNyb5-w,"650 Church St, Toronto, Ontario, Canada",43.670326,-79.3832017,1,M4Y 2G5,OK,street_address
658,ROOFTOP,"40 Playfair Ave, North York, ON M6B 2P9, Canada",ChIJ0-sKBMUzK4gR_b-XSji7oKg,"40 Playfair Ave, Toronto, Ontario, Canada",43.7106322,-79.4564816,1,M6B 2P9,OK,premise
659,ROOFTOP,"2121 Kingston Rd, Scarborough, ON M1N 1T5, Canada",ChIJiQkBr_nO1IkRfXR0rYl7WjI,"2121 Kingston Rd, Toronto, Ontario, Canada",43.7005755,-79.2542332,1,M1N 1T5,OK,premise
660,ROOFTOP,"1001 Queen St W, Toronto, ON M6J 1H1, Canada",ChIJ67l7Bf00K4gRW_zZYmBVoTs,"1001 Queen St W, Toronto, Ontario, Canada",43.6430754,-79.4173192,1,M6J 1H1,OK,street_address
661,ROOFTOP,"187 Wynford Dr, North York, ON M3C 0C7, Canada",ChIJDccrY6PN1IkRp5erUqvWCeo,"187 Wynford Dr, Toronto, Ontario, Canada",43.7246237,-79.3261795,1,M3C 0C7,OK,premise
662,ROOFTOP,"205 Cummer Ave, North York, ON M2M 2E8, Canada",ChIJw3CdRhktK4gRgkWMbpgWymw,"205 Cummer Ave, Toronto, Ontario, Canada",43.7881531,-79.4075583,1,M2M 2E8,OK,premise
663,ROOFTOP,"3276 St Clair Ave E, Scarborough, ON M1L 3R7, Canada",ChIJkzW0XXnO1IkRm3FiDTI7gTM,"3276 St Clair Ave E, Toronto, Ontario, Canada",43.7129414,-79.2851737,1,M1L 3R7,OK,street_address
664,ROOFTOP,"3015 Lawrence Ave E, Scarborough, ON M1P 2V7, Canada",ChIJubZufszR1IkRTRqDiwyv-qI,"3015 Lawrence Ave E, Toronto, Ontario, Canada",43.7546689,-79.2478902,1,M1P 2V7,OK,street_address
665,ROOFTOP,"2075 Bayview Ave, Toronto, ON M4N 3M5, Canada",ChIJ9etNjizN1IkRJNnFZ2HvTLY,"2075 Bayview Ave, Toronto, Ontario, Canada",43.7206484,-79.3780573,1,M4N 3M5,OK,premise
666,ROOFTOP,"59 Lawson Rd, Scarborough, ON M1C 2J1, Canada",ChIJ__qyHk_a1IkRsIBruqdidIc,"59 Lawson Rd, Toronto, Ontario, Canada",43.7832308,-79.1633907,1,M1C 2J1,OK,street_address
667,ROOFTOP,"2311 McNicoll Ave, Scarborough, ON M1V 5L3, Canada",ChIJe2XHjf3T1IkRBPb32GhfoSg,"2311 McNicoll Ave, Toronto, Ontario, Canada",43.8142238,-79.2902139,1,M1V 5L3,OK,street_address
668,ROOFTOP,"47 Austin Terrace, Toronto, ON M5R 1Y6, Canada",ChIJ-ePc3oI0K4gRuGSxrCixMkM,"47 Austin Terr, Toronto, Ontario, Canada",43.6777229,-79.4156105,1,M5R 1Y6,OK,street_address
669,ROOFTOP,"33 Christie St, Toronto, ON M6G 3B1, Canada",ChIJ729Lbow0K4gR04C-bBae9G8,"33 Christie St, Toronto, Ontario, Canada",43.6647536,-79.4186853,1,M6G 3B1,OK,street_address
670,ROOFTOP,"1860 Lawrence Ave E, Scarborough, ON M1R 5B1, Canada",ChIJZ0-Vm_fN1IkRMAy0AcMLZ0w,"1860 Lawrence Ave E, Toronto, Ontario, Canada",43.7439584,-79.3024504,1,M1R 5B1,OK,street_address
671,ROOFTOP,"825 Coxwell Ave, East York, ON M4C 3E7, Canada",ChIJcXGYu2fM1IkRUERyb3NyjBE,"825 Coxwell Ave, Toronto, Ontario, Canada",43.6899772,-79.324942,1,M4C 3E7,OK,street_address
672,ROOFTOP,"43 Wellesley St E, Toronto, ON M4Y 1H1, Canada",ChIJOcGbG7M0K4gRUC90CVt0LVM,"43 Wellesley St E, Toronto, Ontario, Canada",43.6650195,-79.3823361,1,M4Y 1H1,OK,street_address
673,ROOFTOP,"1 Overland Dr, North York, ON M3C 2C3, Canada",ChIJu7qwY23N1IkRZpuKQJunjnI,"1 Overland Dr, Toronto, Ontario, Canada",43.7324815,-79.3467684,1,M3C 2C3,OK,street_address
674,ROOFTOP,"2075 Bayview Ave, Toronto, ON M4N 3M5, Canada",ChIJ9etNjizN1IkRJNnFZ2HvTLY,"2075 Bayview Ave, Toronto, Ontario, Canada",43.7206484,-79.3780573,1,M4N 3M5,OK,premise
675,ROOFTOP,"2075 Bayview Ave, Toronto, ON M4N 3M5, Canada",ChIJ9etNjizN1IkRJNnFZ2HvTLY,"2075 Bayview Ave, Toronto, Ontario, Canada",43.7206484,-79.3780573,1,M4N 3M5,OK,premise
676,ROOFTOP,"2720 S Colorado Blvd #700, Denver, CO 80222, USA",ChIJy38TvAB-bIcRuuObP0Cnc3I,"700 & 720 Mount Pleasant Rd, Toronto, Ontario, Canada",39.6674517,-104.9398267,10,80222,OK,street_address
677,ROOFTOP,"33 Christie St, Toronto, ON M6G 3B1, Canada",ChIJ729Lbow0K4gR04C-bBae9G8,"33 Christie St, Toronto, Ontario, Canada",43.6647536,-79.4186853,1,M6G 3B1,OK,street_address
678,ROOFTOP,"205 Cummer Ave, North York, ON M2M 2E8, Canada",ChIJw3CdRhktK4gRgkWMbpgWymw,"205 Cummer Ave, Toronto, Ontario, Canada",43.7881531,-79.4075583,1,M2M 2E8,OK,premise
679,ROOFTOP,"9 Neilson Rd, Scarborough, ON M1E 4B8, Canada",ChIJDe8jZoPQ1IkR6mjl54sPHQE,"9 Neilson Rd, Toronto, Ontario, Canada",43.7811687,-79.2043244,1,M1E 4B8,OK,street_address
680,ROOFTOP,"2075 Bayview Ave, Toronto, ON M4N 3M5, Canada",ChIJ9etNjizN1IkRJNnFZ2HvTLY,"2075 Bayview Ave, Toronto, Ontario, Canada",43.7206484,-79.3780573,1,M4N 3M5,OK,premise
681,ROOFTOP,"303 Queens Dr, North York, ON M6L 3C1, Canada",ChIJoX6lYz0xK4gRY3UUJLA0VOw,"303 Queens Dr, Toronto, Ontario, Canada",43.707585,-79.5022336,1,M6L 3C1,OK,street_address
682,ROOFTOP,"101 Humber College Blvd, Etobicoke, ON M9V 1R8, Canada",ChIJbWz_QFE6K4gRfzLhcFbnoHY,"101 Humber College Blvd, Toronto, Ontario, Canada",43.7289986,-79.5975211,1,M9V 1R8,OK,street_address
683,ROOFTOP,"102 Craiglee Dr, Scarborough, ON M1N 2M8, Canada",ChIJhWtf4VbO1IkRizZpemVw5Qk,"102 Craiglee Dr, Toronto, Ontario, Canada",43.7068564,-79.2532899,1,M1N 2M8,OK,street_address
684,ROOFTOP,"1020 McNicoll Ave, Scarborough, ON M1W 2J6, Canada",ChIJC67mmwrT1IkReOCrONUFjcU,"1020 McNicoll Ave, Toronto, Ontario, Canada",43.8057618,-79.33598,1,M1W 2J6,OK,street_address
685,ROOFTOP,"3760 Sheppard Ave E, Scarborough, ON M1T 3K9, Canada",ChIJq_kkOCvS1IkRPoVklcmGdU4,"3760 Sheppard Ave E, Toronto, Ontario, Canada",43.7826388,-79.2944026,1,M1T 3K9,OK,street_address
686,ROOFTOP,"2075 Bayview Ave, Toronto, ON M4N 3M5, Canada",ChIJ9etNjizN1IkRJNnFZ2HvTLY,"2075 Bayview Ave, Toronto, Ontario, Canada",43.7206484,-79.3780573,1,M4N 3M5,OK,premise
687,ROOFTOP,"10 Senlac Rd, North York, ON M2N 1N3, Canada",ChIJuZCNpn8tK4gRINCNZLH7Q0E,"10 Senlac Rd, Toronto, Ontario, Canada",43.7594235,-79.423487,1,M2N 1N3,OK,premise
688,ROOFTOP,"52 Neilson Dr, Etobicoke, ON M9C 1V7, Canada",ChIJ57enlxw4K4gRIuwYcQ1QPeI,"52 Neilson Dr, Toronto, Ontario, Canada",43.6294884,-79.5651348,1,M9C 1V7,OK,street_address
689,ROOFTOP,"2233 Kipling Ave, Etobicoke, ON M9W 4L3, Canada",ChIJ8eAyGmU6K4gRtgiH1wRFDQI,"2233 Kipling Ave, Toronto, Ontario, Canada",43.7257365,-79.5733921,1,M9W 4L3,OK,street_address
690,ROOFTOP,"1001 Queen St W, Toronto, ON M6J 1H1, Canada",ChIJ67l7Bf00K4gRW_zZYmBVoTs,"1001 Queen St W, Toronto, Ontario, Canada",43.6430754,-79.4173192,1,M6J 1H1,OK,street_address
691,ROOFTOP,"130 Midland Ave, Scarborough, ON M1N 4B2, Canada",ChIJf38fcVPO1IkR4TDKJY2ETMs,"130 Midland Ave, Toronto, Ontario, Canada",43.70835,-79.247493,1,M1N 4B2,OK,street_address
692,ROOFTOP,"2075 Bayview Ave, Toronto, ON M4N 3M5, Canada",ChIJ9etNjizN1IkRJNnFZ2HvTLY,"2075 Bayview Ave, Toronto, Ontario, Canada",43.7206484,-79.3780573,1,M4N 3M5,OK,premise
693,ROOFTOP,"30 The Queensway, Toronto, ON M6R 1B5, Canada",ChIJuVPgpck1K4gRNSC4H4V1O8c,"30 The Queensway, Toronto, Ontario, Canada",43.6405498,-79.4500166,1,M6R 1B5,OK,street_address
694,ROOFTOP,"2 Buchan Ct, Toronto, ON M2J, Canada",ChIJA77yrcHS1IkRuk7pV_WUmWg,"2 Buchan Crt, Toronto, Ontario, Canada",43.7730386,-79.3600198,1,M2J,OK,premise
695,ROOFTOP,"339 George St, Toronto, ON M5A 2N2, Canada",ChIJffpyhEnL1IkRl8KTUstxsls,"339 George St, Toronto, Ontario, Canada",43.659956,-79.3742652,1,M5A 2N2,OK,street_address
696,ROOFTOP,"303 Queens Dr, North York, ON M6L 3C1, Canada",ChIJoX6lYz0xK4gRY3UUJLA0VOw,"303 Queens Dr, Toronto, Ontario, Canada",43.707585,-79.5022336,1,M6L 3C1,OK,street_address
697,ROOFTOP,"19 Rean Dr, North York, ON M2K, Canada",ChIJXSq1mkwtK4gRYJpl78u_TxA,"19 Rean Dr, Toronto, Ontario, Canada",43.7671998,-79.3824121,1,M2K,OK,premise
698,ROOFTOP,"610 University Ave, Toronto, ON M5G 2M9, Canada",ChIJeXrnbMg0K4gR4ZeQCsd0MzA,"610 University Ave, Toronto, Ontario, Canada",43.6581169,-79.3907253,1,M5G 2M9,OK,premise
699,ROOFTOP,"345 Sherbourne St, Toronto, ON M5A 2S3, Canada",ChIJC3KczU7L1IkRWnS2xkikd7E,"345 Sherbourne St, Toronto, Ontario, Canada",43.662669,-79.3726619,1,M5A 2S3,OK,street_address
700,ROOFTOP,"40 Playfair Ave, North York, ON M6B 2P9, Canada",ChIJ0-sKBMUzK4gR_b-XSji7oKg,"40 Playfair Ave, Toronto, Ontario, Canada",43.7106322,-79.4564816,1,M6B 2P9,OK,premise
