index,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
701,ROOFTOP,"40 Old Kingston Rd, Scarborough, ON M1E 3J5, Canada",ChIJk5Ie2GPa1IkRepNByciiWfs,"40 Old Kingston Rd, Toronto, Ontario, Canada",43.7755055,-79.1832016,1,M1E 3J5,OK,premise
702,ROOFTOP,"25 Brunswick Ave, Toronto, ON M5S 2L9, Canada",ChIJwevhYuo0K4gR1Ptuew9xCS0,"25 Brunswick Ave, Toronto, Ontario, Canada",43.6581904,-79.4034349,1,M5S 2L9,OK,"establishment,parking,point_of_interest,premise"
703,ROOFTOP,"30 Bond St, Toronto, ON M5B 1W8, Canada",ChIJI5p8fTTL1IkR9HDpOqlSZzo,"30 Bond St, Toronto, Ontario, Canada",43.6529213,-79.3773456,1,M5B 1W8,OK,street_address
704,ROOFTOP,"340 McCowan Rd, Scarborough, ON M1J, Canada",ChIJN1M5btbP1IkRCvdMudsSlDk,"340 McCowan Rd, Toronto, Ontario, Canada",43.7384767,-79.2386391,1,M1J,OK,premise
705,ROOFTOP,"1000 Ellesmere Rd, Scarborough, ON M1P 2W8, Canada",ChIJ14zRHZLR1IkRhW8wAES8ACY,"1000 Ellesmere Rd, Toronto, Ontario, Canada",43.7670757,-79.277839,1,M1P 2W8,OK,street_address
706,RANGE_INTERPOLATED,"3276 St Clair Ave, East St Louis, IL 62205, USA",Ei8zMjc2IFN0IENsYWlyIEF2ZSwgRWFzdCBTdCBMb3VpcywgSUwgNjIyMDUsIFVTQQ,"3276 St Clair Ave E - & West, Toronto, Ontario, Canada",38.6183142,-90.1165536,1,62205,OK,street_address
707,RANGE_INTERPOLATED,"8 Bridlington St, Scarborough, ON M1H 2L5, Canada",EjE4IEJyaWRsaW5ndG9uIFN0LCBTY2FyYm9yb3VnaCwgT04gTTFIIDJMNSwgQ2FuYWRh,"8 Bridlington St, Toronto, Ontario, Canada",43.7708644,-79.2395548,1,M1H 2L5,OK,street_address
708,ROOFTOP,"55 Belmont St, Toronto, ON M5R 1R1, Canada",ChIJFUYOn6g0K4gRGoumA8zlIs8,"55 Belmont, Toronto, Ontario, Canada",43.6746049,-79.3910664,1,M5R 1R1,OK,street_address
709,ROOFTOP,"205 Cummer Ave, North York, ON M2M 2E8, Canada",ChIJw3CdRhktK4gRgkWMbpgWymw,"205 Cummer Ave, Toronto, Ontario, Canada",43.7881531,-79.4075583,1,M2M 2E8,OK,premise
710,ROOFTOP,"40 Old Kingston Rd, Scarborough, ON M1E 3J5, Canada",ChIJk5Ie2GPa1IkRepNByciiWfs,"40 Old Kingston Rd, Toronto, Ontario, Canada",43.7755055,-79.1832016,1,M1E 3J5,OK,premise
711,ROOFTOP,"880 Lawrence Ave E, North York, ON M3C 1P6, Canada",ChIJP1BoeG7N1IkRvcqLB6d-kgs,"880 Lawrence Ave E, Toronto, Ontario, Canada",43.7363644,-79.3488625,1,M3C 1P6,OK,street_address
712,ROOFTOP,"625 Runnymede Rd, Toronto, ON M6S 3A3, Canada",ChIJ7_Vt15k2K4gRMyI_iqlR_cA,"625 Runnymede Rd, Toronto, Ontario, Canada",43.6646809,-79.4812103,1,M6S 3A3,OK,premise
713,ROOFTOP,"3015 Lawrence Ave E, Scarborough, ON M1P 2V7, Canada",ChIJubZufszR1IkRTRqDiwyv-qI,"3015 Lawrence Ave E, Toronto, Ontario, Canada",43.7546689,-79.2478902,1,M1P 2V7,OK,street_address
714,ROOFTOP,"495 The West Mall, Etobicoke, ON M9C 5S3, Canada",ChIJt3zjay84K4gRuvFA0t9mt0M,"495 The West Mall, Toronto, Ontario, Canada",43.6483147,-79.5676753,1,M9C 5S3,OK,premise
715,ROOFTOP,"740 Pape Ave, Toronto, ON M4K 3Z4, Canada",ChIJEUsYx4TM1IkRwWwdjwZTbEM,"740 Pape Ave, Toronto, Ontario, Canada",43.6802443,-79.3455786,1,M4K 3Z4,OK,street_address
716,ROOFTOP,"3555 Danforth Ave, Scarborough, ON M1L 1E3, Canada",ChIJLx5zoJHO1IkRqSdgqHiKQGM,"3555 Danforth Ave, Toronto, Ontario, Canada",43.6936402,-79.2748453,1,M1L 1E3,OK,premise
717,ROOFTOP,"1140 Bloor St W, Toronto, ON M6H 4E6, Canada",ChIJMTvXtlw0K4gRHCcSxYQ_vqc,"1140 Bloor St W, Toronto, Ontario, Canada",43.6598642,-79.4361232,1,M6H 4E6,OK,street_address
718,ROOFTOP,"600 University Ave, Palo Alto, CA 94301, USA",ChIJxxkftTi7j4AROsvnFnsAtcQ,"600 University Ave - 12 South & EXAU, Toronto, Ontario, Canada",37.4495029,-122.1576743,1,94301,OK,premise
719,ROOFTOP,"Sick Kids (The Hospital for Sick Children), 555 University Ave, Toronto, ON M5G 1X8, Canada",ChIJ6Zlovck0K4gRZfVSmGSnW2Q,"555 University Ave, Toronto, Ontario, Canada",43.6570957,-79.3877344,1,M5G 1X8,OK,premise
720,ROOFTOP,"3276 St Clair Ave E, Scarborough, ON M1L 3R7, Canada",ChIJkzW0XXnO1IkRm3FiDTI7gTM,"3276 St Clair Ave E, Toronto, Ontario, Canada",43.7129414,-79.2851737,1,M1L 3R7,OK,street_address
721,ROOFTOP,"70 Humberline Dr, Etobicoke, ON M9W 7H3, Canada",ChIJJyCD7qU7K4gRD1zYTeXj0ao,"70 Humberline Dr, Toronto, Ontario, Canada",43.7315963,-79.6174424,1,M9W 7H3,OK,premise
722,ROOFTOP,"215 Tyrrel Ave, Toronto, ON M6G 4A9, Canada",ChIJm2n4D3w0K4gRSZN5zgJefgY,"215 Tyrell Ave, Toronto, Ontario, Canada",43.6767854,-79.4303386,1,M6G 4A9,OK,street_address
723,ROOFTOP,"150 Kilgour Rd, East York, ON M4G 0A2, Canada",ChIJ6Z55aCnN1IkRdlE61SfqRhY,"150 Kilgour Rd, Toronto, Ontario, Canada",43.7182948,-79.3742742,1,M4G 0A2,OK,premise
724,ROOFTOP,"82 Buttonwood Ave, York, ON M6M 2J5, Canada",ChIJk65h1dI2K4gRra7OF4SAsl0,"82 Buttonwood Ave, Toronto, Ontario, Canada",43.690044,-79.5081813,1,M6M 2J5,OK,street_address
725,ROOFTOP,"60 Scottfield Dr, Scarborough, ON M1S 5T7, Canada",ChIJu6y2vC_R1IkROUiOtxMaoM0,"60 Scottfield Dr - 6th Fl, Toronto, Ontario, Canada",43.8090793,-79.2543009,1,M1S 5T7,OK,street_address
726,ROOFTOP,"1001 Queen St W, Toronto, ON M6J 1H1, Canada",ChIJ67l7Bf00K4gRW_zZYmBVoTs,"1001 Queen St W, Toronto, Ontario, Canada",43.6430754,-79.4173192,1,M6J 1H1,OK,street_address
727,ROOFTOP,"2111 Finch Ave W, North York, ON M3N 1N1, Canada",ChIJ3f4ejDAwK4gR7uhBcycbung,"2111 Finch Ave W, Toronto, Ontario, Canada",43.7544234,-79.5258528,1,M3N 1N1,OK,street_address
728,ROOFTOP,"148 Markham Rd, Scarborough, ON M1M 2Z8, Canada",ChIJqV038h7Q1IkRAOnkmuZIWIs,"148 Markham Rd, Toronto, Ontario, Canada",43.7407688,-79.2187682,1,M1M 2Z8,OK,premise
729,ROOFTOP,"351 Christie St, Toronto, ON M6G, Canada",ChIJmePKR4Y0K4gRNISjA_tz584,"351 Christie St, Toronto, Ontario, Canada",43.673169,-79.4217822,1,M6G,OK,street_address
730,ROOFTOP,"1238 Queen St E, Toronto, ON M4L 1C3, Canada",ChIJ0TT4VoPL1IkR9t19gGXGP38,"1238 Queen St E, Toronto, Ontario, Canada",43.6636476,-79.3298035,1,M4L 1C3,OK,premise
731,ROOFTOP,"5935 Bathurst St, North York, ON M2R 1Y8, Canada",ChIJqQQz3L4tK4gRLjJ25KvkPAo,"5935 Bathurst St, Toronto, Ontario, Canada",43.7819319,-79.4446646,1,M2R 1Y8,OK,street_address
732,ROOFTOP,"30 Bond St, Toronto, ON M5B 1W8, Canada",ChIJI5p8fTTL1IkR9HDpOqlSZzo,"30 Bond St, Toronto, Ontario, Canada",43.6529213,-79.3773456,1,M5B 1W8,OK,street_address
733,ROOFTOP,"1020 McNicoll Ave, Scarborough, ON M1W 2J6, Canada",ChIJC67mmwrT1IkReOCrONUFjcU,"1020 McNicoll Ave, Toronto, Ontario, Canada",43.8057618,-79.33598,1,M1W 2J6,OK,street_address
734,ROOFTOP,"340 McCowan Rd, Scarborough, ON M1J, Canada",ChIJN1M5btbP1IkRCvdMudsSlDk,"340 McCowan Rd, Toronto, Ontario, Canada",43.7384767,-79.2386391,1,M1J,OK,premise
735,ROOFTOP,"625 Runnymede Rd, Toronto, ON M6S 3A3, Canada",ChIJ7_Vt15k2K4gRMyI_iqlR_cA,"625 Runnymede Rd, Toronto, Ontario, Canada",43.6646809,-79.4812103,1,M6S 3A3,OK,premise
736,ROOFTOP,"4001 Leslie St, North York, ON M2K 1E1, Canada",ChIJO9pISr_S1IkR7BbyY-VbFtU,"4001 Leslie St, Toronto, Ontario, Canada",43.7694685,-79.3625826,1,M2K 1E1,OK,street_address
737,ROOFTOP,"4001 Leslie St, North York, ON M2K 1E1, Canada",ChIJO9pISr_S1IkR7BbyY-VbFtU,"4001 Leslie St, Toronto, Ontario, Canada",43.7694685,-79.3625826,1,M2K 1E1,OK,street_address
738,ROOFTOP,"2411 Lawrence Ave E, Scarborough, ON M1P 2R6, Canada",ChIJ0UA1ZubR1IkRVRNZnDfR2ZM,"2411 Lawrence Ave E, Toronto, Ontario, Canada",43.7491616,-79.2741252,1,M1P 2R6,OK,street_address
739,ROOFTOP,"825 Coxwell Ave, East York, ON M4C 3E7, Canada",ChIJcXGYu2fM1IkRUERyb3NyjBE,"825 Coxwell Ave, Toronto, Ontario, Canada",43.6899772,-79.324942,1,M4C 3E7,OK,street_address
740,ROOFTOP,"600 University Ave, Toronto, ON M5G 1X5, Canada",ChIJzTjmZsg0K4gRK8lh-Z5_NgY,"600 University Ave, Toronto, Ontario, Canada",43.6575221,-79.3899928,1,M5G 1X5,OK,premise
741,ROOFTOP,"450 Rustic Rd, North York, ON M6L 1W9, Canada",ChIJx2yfe3AxK4gRjbcn6fTg6ns,"450 Rustic Rd, Toronto, Ontario, Canada",43.7174094,-79.4821431,1,M6L 1W9,OK,premise
742,ROOFTOP,"2311 McNicoll Ave, Scarborough, ON M1V 5L3, Canada",ChIJe2XHjf3T1IkRBPb32GhfoSg,"2311 McNicoll Ave, Toronto, Ontario, Canada",43.8142238,-79.2902139,1,M1V 5L3,OK,street_address
743,ROOFTOP,"15 Barberry Pl, North York, ON M2K 1G9, Canada",ChIJXzF-Q0wtK4gRJLGSdwkh5Pc,"15 Barberry Pl, Toronto, Ontario, Canada",43.7663864,-79.3839957,1,M2K 1G9,OK,premise
744,ROOFTOP,"825 Coxwell Ave, East York, ON M4C 3E7, Canada",ChIJcXGYu2fM1IkRUERyb3NyjBE,"825 Coxwell Ave, Toronto, Ontario, Canada",43.6899772,-79.324942,1,M4C 3E7,OK,street_address
745,ROOFTOP,"225 St George St, Toronto, ON M5R 2M2, Canada",ChIJD3jjYKI0K4gRm66qINu0b3E,"225 St George St, Toronto, Ontario, Canada",43.6725243,-79.4016131,1,M5R 2M2,OK,street_address
746,ROOFTOP,"221 Milner Ave, Scarborough, ON M1S 4P4, Canada",ChIJyS9rW-PQ1IkRJqOE9neWMb8,"221 Milner Ave, Toronto, Ontario, Canada",43.7881613,-79.2400488,1,M1S 4P4,OK,premise
747,ROOFTOP,"3050 Lawrence Ave E, Scarborough, ON M1P 2V5, Canada",ChIJ2yGmZ8vR1IkRrVTkBhTwtW0,"3050 Lawrence Ave E, Toronto, Ontario, Canada",43.7561929,-79.2469386,1,M1P 2V5,OK,street_address
748,ROOFTOP,"3595 Keele St, North York, ON M3J 1M7, Canada",ChIJD3z84O4xK4gRAijRL8JarJY,"3595 Keele St, Toronto, Ontario, Canada",43.7511756,-79.4855923,1,M3J 1M7,OK,premise
749,ROOFTOP,"89 Chestnut St, Toronto, ON M5G 1R1, Canada",ChIJMT5wCMw0K4gRnURiAF8kyLE,"550 University Ave - University Centre - 6 South, Toronto, Ontario, Canada",43.6545368,-79.3855805,1,M5G 1R1,OK,"establishment,food,point_of_interest,university"
750,,,,"250 College St - EPU 10th Fl, Toronto, Ontario, Canada",43.659269,-79.3994776,0,M5T 1R8,Manual,
751,ROOFTOP,"2111 Finch Ave W, North York, ON M3N 1N1, Canada",ChIJE1iTjzAwK4gR9C6nnrd4MBE,"2111 Finch Ave W - 6 West, Toronto, Ontario, Canada",43.7547592,-79.5259321,1,M3N 1N1,OK,premise
752,ROOFTOP,"200 Dawes Rd, Toronto, ON M4C, Canada",ChIJCauSuCXM1IkR0BUHOJt0HUA,"200 Dawes Rd, Toronto, Ontario, Canada",43.6956956,-79.2979503,1,M4C,OK,street_address
753,ROOFTOP,"505 Kingston Rd, Toronto, ON M4L 1V5, Canada",ChIJBWlznA_M1IkRYrlFt2a5nj4,"505 Kingston Rd, Toronto, Ontario, Canada",43.6773314,-79.3023364,1,M4L 1V5,OK,street_address
754,ROOFTOP,"35 Elm Grove Ave, Toronto, ON M6K 2J2, Canada",ChIJl-ql9qs1K4gR27AiRpuvbn4,"35 Elm Grove Ave, Toronto, Ontario, Canada",43.6403073,-79.4306974,1,M6K 2J2,OK,premise
755,ROOFTOP,"111 Avenue Rd, Toronto, ON M5R 3J8, Canada",ChIJYbQ_OaQ0K4gRO4LeRrdDI3Q,"111 Avenue Rd, Toronto, Ontario, Canada",43.6731972,-79.3954314,1,M5R 3J8,OK,premise
756,ROOFTOP,"95 Humber College Blvd, Etobicoke, ON M9V 5B5, Canada",ChIJw2ocNlA6K4gR18mFuy1kdWE,"95 Humber College Blvd, Toronto, Ontario, Canada",43.7271674,-79.5965005,1,M9V 5B5,OK,premise
757,ROOFTOP,"2030 McNicoll Ave, Scarborough, ON M1V 5P4, Canada",ChIJDzsAufrT1IkRk2ukVhgoieY,"2030 McNicoll Ave, Toronto, Ontario, Canada",43.8130047,-79.3000558,1,M1V 5P4,OK,street_address
758,ROOFTOP,"147 Elder St, North York, ON M3H 5G9, Canada",ChIJEQbIhfYtK4gRsvt0x4iinFQ,"147 Elder St, Toronto, Ontario, Canada",43.7628856,-79.4541054,1,M3H 5G9,OK,premise
759,ROOFTOP,"825 Coxwell Ave, East York, ON M4C 3E7, Canada",ChIJcXGYu2fM1IkRUERyb3NyjBE,"825 Coxwell Ave, Toronto, Ontario, Canada",43.6899772,-79.324942,1,M4C 3E7,OK,street_address
760,ROOFTOP,"3276 St Clair Ave E, Scarborough, ON M1L 3R7, Canada",ChIJkzW0XXnO1IkRm3FiDTI7gTM,"3276 St Clair Ave E, Toronto, Ontario, Canada",43.7129414,-79.2851737,1,M1L 3R7,OK,street_address
761,ROOFTOP,"285 Cummer Ave, North York, ON M2M 2G1, Canada",ChIJFbKzPB8tK4gRe5EdcgmxezA,"285 Cummer Ave, Toronto, Ontario, Canada",43.7875454,-79.4040568,1,M2M 2G1,OK,street_address
762,ROOFTOP,"767 Royal York Rd, Etobicoke, ON M8Y 2T3, Canada",ChIJHSFPJk82K4gRY-LJMkCbtJc,"767 Royal York Rd, Toronto, Ontario, Canada",43.6377092,-79.5067342,1,M8Y 2T3,OK,street_address
763,ROOFTOP,"439 Sherbourne St, Toronto, ON M4X 1K6, Canada",ChIJvW9-DU7L1IkRozU1MjJmjgE,"439 Sherbourne St, Toronto, Ontario, Canada",43.6663221,-79.3740181,1,M4X 1K6,OK,street_address
764,ROOFTOP,"47 Austin Terrace, Toronto, ON M5R 1Y6, Canada",ChIJ-ePc3oI0K4gRuGSxrCixMkM,"47 Austin Terr, Toronto, Ontario, Canada",43.6777229,-79.4156105,1,M5R 1Y6,OK,street_address
765,ROOFTOP,"140 Sherway Dr, Etobicoke, ON M9C 1A4, Canada",ChIJ9Q6BFf1HK4gRs8-Vzfq7CZc,"140 Sherway Dr, Toronto, Ontario, Canada",43.6100558,-79.562099,1,M9C 1A4,OK,street_address
766,ROOFTOP,"4005 Eglinton Ave W, Etobicoke, ON M9A 4L3, Canada",ChIJMyTzzyg3K4gRg7ykewfDHpE,"4005 Eglinton Ave W, Toronto, Ontario, Canada",43.68288,-79.5207358,1,M9A 4L3,OK,premise
767,ROOFTOP,"30 The Queensway, Toronto, ON M6R 1B5, Canada",ChIJuVPgpck1K4gRNSC4H4V1O8c,"30 The Queensway, Toronto, Ontario, Canada",43.6405498,-79.4500166,1,M6R 1B5,OK,street_address
768,ROOFTOP,"3555 Danforth Ave, Scarborough, ON M1L 1E3, Canada",ChIJLx5zoJHO1IkRqSdgqHiKQGM,"3555 Danforth Ave, Toronto, Ontario, Canada",43.6936402,-79.2748453,1,M1L 1E3,OK,premise
769,ROOFTOP,"420 The East Mall, Etobicoke, ON M9B 3Z9, Canada",ChIJeeHbHSg4K4gREP1qWe5Xqes,"420 The East Mall, Toronto, Ontario, Canada",43.6475946,-79.560458,1,M9B 3Z9,OK,street_address
770,ROOFTOP,"3830 Lawrence Ave E, Scarborough, ON M1G 1R6, Canada",ChIJK5hAMXDQ1IkRTMeKgr6y_Vo,"3830 Lawrence Ave E, Toronto, Ontario, Canada",43.7637478,-79.2101212,1,M1G 1R6,OK,premise
771,ROOFTOP,"645 Castlefield Ave, Toronto, ON M5N 3A5, Canada",ChIJE5DX4wkzK4gRirm5I-w8KIE,"645 Castlefield Ave, Toronto, Ontario, Canada",43.7062115,-79.4252457,1,M5N 3A5,OK,premise
772,ROOFTOP,"1 Northwestern Ave, Toronto, ON M6M, Canada",ChIJSbyCaOIzK4gRFktV5MJ_fk0,"1 Northwestern Ave, Toronto, Ontario, Canada",43.698206,-79.4697775,1,M6M,OK,street_address
773,ROOFTOP,"285 Cummer Ave, North York, ON M2M 2G1, Canada",ChIJFbKzPB8tK4gRe5EdcgmxezA,"285 Cummer Ave, Toronto, Ontario, Canada",43.7875454,-79.4040568,1,M2M 2G1,OK,street_address
774,ROOFTOP,"495 The West Mall, Etobicoke, ON M9C 5S3, Canada",ChIJt3zjay84K4gRuvFA0t9mt0M,"495 The West Mall, Toronto, Ontario, Canada",43.6483147,-79.5676753,1,M9C 5S3,OK,premise
775,ROOFTOP,"3560 Bathurst St, North York, ON M6A 2X8, Canada",ChIJKURLaVoyK4gRbiab7ANPv2E,"3560 Bathurst St, Toronto, Ontario, Canada",43.7300629,-79.43421,1,M6A 2X8,OK,street_address
776,ROOFTOP,"205 Cummer Ave, North York, ON M2M 2E8, Canada",ChIJw3CdRhktK4gRgkWMbpgWymw,"205 Cummer Ave, Toronto, Ontario, Canada",43.7881531,-79.4075583,1,M2M 2E8,OK,premise
777,ROOFTOP,"550 Cummer Ave, North York, ON M2K 2M2, Canada",ChIJq-0IkdcsK4gRThG6STww1CA,"550 Cummer Ave, Toronto, Ontario, Canada",43.7934039,-79.390669,1,M2K 2M2,OK,premise
778,ROOFTOP,"551 Conlins Rd, Scarborough, ON M1B 5S1, Canada",ChIJvQmZyhra1IkRp0Ez4Tde6b0,"551 Conlins Rd, Toronto, Ontario, Canada",43.8033127,-79.1886743,1,M1B 5S1,OK,street_address
779,ROOFTOP,"1340 York Mills Rd, North York, ON M3A 3R1, Canada",ChIJFTQGFmnS1IkR3rA-w7024xI,"1340 York Mills Rd, Toronto, Ontario, Canada",43.7632297,-79.3200614,1,M3A 3R1,OK,premise
780,ROOFTOP,"795 Eglinton Ave E, East York, ON M4G 2L1, Canada",ChIJ6_lMitjM1IkRyypO_Hp7nPw,"795 Eglinton Ave E, Toronto, Ontario, Canada",43.7131213,-79.3661381,1,M4G 2L1,OK,premise
781,ROOFTOP,"30 Bond St, Toronto, ON M5B 1W8, Canada",ChIJI5p8fTTL1IkR9HDpOqlSZzo,"30 Bond St, Toronto, Ontario, Canada",43.6529213,-79.3773456,1,M5B 1W8,OK,street_address
782,ROOFTOP,"3030 Birchmount Rd, Scarborough, ON M1W 3W3, Canada",ChIJjyeGyMHT1IkRyVCxgno80nU,"3030 Birchmount RD, Toronto, Ontario, Canada",43.8023904,-79.3091886,1,M1W 3W3,OK,premise
783,ROOFTOP,"400 The West Mall, Etobicoke, ON M9C 5S1, Canada",ChIJkV02aiQ4K4gRR5mKy2pK8RA,"400 The West Mall, Toronto, Ontario, Canada",43.6438807,-79.5674558,1,M9C 5S1,OK,premise
784,ROOFTOP,"82 Buttonwood Ave, York, ON M6M 2J5, Canada",ChIJk65h1dI2K4gRra7OF4SAsl0,"82 Buttonwood Ave, Toronto, Ontario, Canada",43.690044,-79.5081813,1,M6M 2J5,OK,street_address
785,ROOFTOP,"55 Belmont St, Toronto, ON M5R 1R1, Canada",ChIJFUYOn6g0K4gRGoumA8zlIs8,"55 Belmont St, Toronto, Ontario, Canada",43.6746049,-79.3910664,1,M5R 1R1,OK,street_address
786,ROOFTOP,"1925 Steeles Ave E, Thornhill, ON M2H, Canada",ChIJQdWzZTbT1IkRbunvnpxmumc,"1925 Steeles Ave E, Toronto, Ontario, Canada",43.8076512,-79.3737903,1,M2H,OK,premise
787,ROOFTOP,"150 Kilgour Rd, East York, ON M4G 0A2, Canada",ChIJ6Z55aCnN1IkRdlE61SfqRhY,"150 Kilgour Rd, Toronto, Ontario, Canada",43.7182948,-79.3742742,1,M4G 0A2,OK,premise
788,ROOFTOP,"25 Brunswick Ave, Toronto, ON M5S 2L9, Canada",ChIJwevhYuo0K4gR1Ptuew9xCS0,"25 Brunswick Ave, Toronto, Ontario, Canada",43.6581904,-79.4034349,1,M5S 2L9,OK,"establishment,parking,point_of_interest,premise"
789,ROOFTOP,"82 Buttonwood Ave, York, ON M6M 2J5, Canada",ChIJk65h1dI2K4gRra7OF4SAsl0,"82 Buttonwood Ave, Toronto, Ontario, Canada",43.690044,-79.5081813,1,M6M 2J5,OK,street_address
790,ROOFTOP,"1145 Albion Rd, Etobicoke, ON M9V 4J7, Canada",ChIJb8IoqIY6K4gRv_2sZY8cfoQ,"1145 Albion Rd, Toronto, Ontario, Canada",43.7372772,-79.567768,1,M9V 4J7,OK,street_address
791,ROOFTOP,"1800 O'Connor Dr, North York, ON M4A 2R4, Canada",ChIJ56kzVMTN1IkRAZAjuZr-Uy0,"1800 O'Connor Dr, Toronto, Ontario, Canada",43.7205513,-79.3049625,1,M4A 2R4,OK,street_address
792,ROOFTOP,"1 Northwestern Ave, Toronto, ON M6M, Canada",ChIJSbyCaOIzK4gRFktV5MJ_fk0,"1 Northwestern Ave, Toronto, Ontario, Canada",43.698206,-79.4697775,1,M6M,OK,street_address
793,ROOFTOP,"3760 Sheppard Ave E, Scarborough, ON M1T 3K9, Canada",ChIJq_kkOCvS1IkRPoVklcmGdU4,"3760 Sheppard Ave E, Toronto, Ontario, Canada",43.7826388,-79.2944026,1,M1T 3K9,OK,street_address
794,ROOFTOP,"2075 Bayview Ave, Toronto, ON M4N 3M5, Canada",ChIJ9etNjizN1IkRJNnFZ2HvTLY,"2075 Bayview Ave, Toronto, Ontario, Canada",43.7206484,-79.3780573,1,M4N 3M5,OK,premise
795,ROOFTOP,"2720 S Colorado Blvd #700, Denver, CO 80222, USA",ChIJy38TvAB-bIcRuuObP0Cnc3I,"700 & 720 Mount Pleasant Rd - 6th, 7th, 8th & 9th Fl, Toronto, Ontario, Canada",39.6674517,-104.9398267,10,80222,OK,street_address
796,ROOFTOP,"3276 St Clair Ave E, Scarborough, ON M1L 3R7, Canada",ChIJkzW0XXnO1IkRm3FiDTI7gTM,"3276 St Clair Ave E, Toronto, Ontario, Canada",43.7129414,-79.2851737,1,M1L 3R7,OK,street_address
797,ROOFTOP,"150 Sherway Dr, Etobicoke, ON M9C 1A5, Canada",ChIJJUatMf1HK4gRO89USnWrIwg,"150 Sherway Dr - Complex Care Unit, Toronto, Ontario, Canada",43.6094009,-79.5619046,1,M9C 1A5,OK,"establishment,health,point_of_interest"
798,,,,"3276 St Clair Ave E - Juniper House, Toronto, Ontario, Canada",43.7129414,-79.2851737,0,M1L 3R7,Manual,
799,ROOFTOP,"429 Walmer Rd, York, ON M5P 2X9, Canada",ChIJUUDOnmQzK4gRPcqv0qchVwQ,"429 Walmer Rd, Toronto, Ontario, Canada",43.685476,-79.4124884,1,M5P 2X9,OK,street_address
800,ROOFTOP,"767 Royal York Rd, Etobicoke, ON M8Y 2T3, Canada",ChIJHSFPJk82K4gRY-LJMkCbtJc,"767 Royal York Rd, Toronto, Ontario, Canada",43.6377092,-79.5067342,1,M8Y 2T3,OK,street_address
801,ROOFTOP,"Eaton Building, 200 Elizabeth St, Toronto, ON M5G 2C4, Canada",ChIJM-Vxzsk0K4gR1NpuTfG5Sh0,"200 Elizabeth St, Toronto, Ontario, Canada",43.6590522,-79.387961,1,M5G 2C4,OK,premise
802,ROOFTOP,"303 Queens Dr, North York, ON M6L 3C1, Canada",ChIJoX6lYz0xK4gRY3UUJLA0VOw,"303 Queens Dr, Toronto, Ontario, Canada",43.707585,-79.5022336,1,M6L 3C1,OK,street_address
803,ROOFTOP,"2100 Bloor St W, Toronto, ON M6P 4C9, Canada",ChIJF6pS8oE2K4gR-U5kJjQq-mY,"2100 Bloor St W, Toronto, Ontario, Canada",43.6526086,-79.4710287,1,M6P 4C9,OK,street_address
804,ROOFTOP,"30 Bond St, Toronto, ON M5B 1W8, Canada",ChIJI5p8fTTL1IkR9HDpOqlSZzo,"30 Bond St, Toronto, Ontario, Canada",43.6529213,-79.3773456,1,M5B 1W8,OK,street_address
805,ROOFTOP,"19 Rean Dr, North York, ON M2K, Canada",ChIJXSq1mkwtK4gRYJpl78u_TxA,"19 Rean Dr, Toronto, Ontario, Canada",43.7671998,-79.3824121,1,M2K,OK,premise
806,ROOFTOP,"55 Belmont St, Toronto, ON M5R 1R1, Canada",ChIJFUYOn6g0K4gRGoumA8zlIs8,"55 Belmont St, Toronto, Ontario, Canada",43.6746049,-79.3910664,1,M5R 1R1,OK,street_address
807,ROOFTOP,"439 Sherbourne St, Toronto, ON M4X 1K6, Canada",ChIJvW9-DU7L1IkRozU1MjJmjgE,"439 Sherbourne St, Toronto, Ontario, Canada",43.6663221,-79.3740181,1,M4X 1K6,OK,street_address
808,ROOFTOP,"3197 Lake Shore Blvd W, Etobicoke, ON M8V 4B7, Canada",ChIJG3EbpjVIK4gRFqAp2XrS_Mo,"3197 Lake Shore Blvd W, Toronto, Ontario, Canada",43.5972081,-79.5184519,1,M8V 4B7,OK,premise
809,ROOFTOP,"351 Christie St, Toronto, ON M6G, Canada",ChIJmePKR4Y0K4gRNISjA_tz584,"351 Christie St, Toronto, Ontario, Canada",43.673169,-79.4217822,1,M6G,OK,street_address
810,ROOFTOP,"82 Buttonwood Ave, York, ON M6M 2J5, Canada",ChIJk65h1dI2K4gRra7OF4SAsl0,"82 Buttonwood Ave, Toronto, Ontario, Canada",43.690044,-79.5081813,1,M6M 2J5,OK,street_address
811,ROOFTOP,"351 Christie St, Toronto, ON M6G, Canada",ChIJmePKR4Y0K4gRNISjA_tz584,"351 Christie St, Toronto, Ontario, Canada",43.673169,-79.4217822,1,M6G,OK,street_address
812,ROOFTOP,"66 Roncesvalles Ave, Toronto, ON M6R 3A8, Canada",ChIJL2pGGrY1K4gRYXP_lNAAjdY,"66 Roncesvalles Ave, Toronto, Ontario, Canada",43.6401995,-79.4473076,1,M6R 3A8,OK,street_address
813,ROOFTOP,"4251 Dundas St W, Etobicoke, ON M8X 1Y3, Canada",ChIJEYcgnP02K4gRidGT9bVGB30,"4251 Dundas St W, Toronto, Ontario, Canada",43.6588187,-79.5144263,1,M8X 1Y3,OK,premise
814,ROOFTOP,"2 Buchan Ct, Toronto, ON M2J, Canada",ChIJA77yrcHS1IkRuk7pV_WUmWg,"2 Buchan Crt, Toronto, Ontario, Canada",43.7730386,-79.3600198,1,M2J,OK,premise
